STR_NUMBER,COMPLEX_ID,STR_NAME,INSTALL_DA,REMOVAL_DA,geometry
1,23730,2,1990-01-01,2009-10-03,POINT (-93.114441 29.087932000000023)
1,23731,1,1990-01-01,1996-08-09,POINT (-93.246129 28.88921499999998)
1,23732,A,1990-01-01,1994-07-30,POINT (-93.31191999999999 28.35125499999998)
1,23733,A,1990-01-01,1993-12-07,POINT (-93.41938900000002 28.179677000000027)
1,23734,CJ,1990-01-01,1996-12-12,POINT (-93.079744 28.587020999999993)
1,23735,1,1990-01-01,1994-03-15,POINT (-93.292486 28.923968000000002)
1,23736,A,1990-05-22,2013-12-02,POINT (-93.315518 29.30757399999999)
1,23737,3,1989-01-01,2008-01-27,POINT (-93.29778099999999 28.910451000000023)
2,23700,B,1990-01-01,1995-06-10,POINT (-93.52524699999998 29.655055000000004)
1,23701,1,1989-01-01,1993-03-06,POINT (-93.492073 29.148476000000016)
1,23702,AJ,1988-01-01,1995-11-02,POINT (-93.054733 28.646090000000015)
1,23703,A,1988-01-01,1998-06-22,POINT (-93.02485300000001 28.600757999999985)
1,23705,10 & 12,1989-01-01,2018-06-01,POINT (-93.1562280296875 29.436335059374983)
1,23706,A,1989-01-01,2000-06-15,POINT (-93.58203800000001 28.68725999999998)
1,23710,B,1989-01-01,2009-07-01,POINT (-93.025030909375 28.355132879687517)
1,23711,A,1989-01-01,1996-08-02,POINT (-93.50951400000002 29.32698499999998)
1,23712,A(REMOVED),1989-01-01,1998-05-26,POINT (-93.53650900000002 29.655680000000018)
2,23712,A-4(REMOVED),1989-01-01,1998-04-16,POINT (-93.53698500000002 29.655840000000012)
3,23712,A-AUX(REMOVED),1989-01-01,1998-04-16,POINT (-93.53698500000002 29.655840000000012)
1,23714,C,1989-01-01,2016-06-28,POINT (-93.07324899999998 29.338323000000003)
1,23715,A,1989-01-01,2010-10-15,POINT (-93.12043499999999 29.063470999999993)
1,23716,1,1989-01-01,1994-11-09,POINT (-93.52911399999999 29.324505999999985)
2,23716,5,1989-01-01,1994-11-09,POINT (-93.52912900000001 29.324613)
1,23717,A,1990-01-01,2000-09-12,POINT (-93.24140899999998 28.082420000000013)
1,23662,8,1981-01-01,1989-12-19,POINT (-93.24731500000001 29.71909900000003)
1,23663,C,1986-01-01,2016-09-11,POINT (-93.00242300000002 28.26782300000002)
1,23667,2,1988-01-01,1997-11-19,POINT (-93.49062900000001 28.85879399999999)
1,23670,A(Removed),1988-01-01,1997-06-23,POINT (-93.056806 29.369432000000018)
1,23671,1,1988-01-01,2000-01-19,POINT (-93.35261400000002 28.913343999999995)
2,23672,B,1989-01-01,2009-08-16,POINT (-93.30173400000001 28.908462999999983)
3,23678,A,1991-12-09,1996-07-28,POINT (-93.20353279062499 29.529741979687515)
1,23682,3 (REMOVED),1988-01-01,1997-11-22,POINT (-93.47957600000001 28.850291000000027)
1,23684,1,1988-01-01,1992-12-31,POINT (-93.33205900000002 28.924192000000005)
1,23685,CAIS.B,1988-01-01,2001-09-08,POINT (-93.42531500000001 28.339545999999984)
1,23691,A,1988-01-01,2000-04-29,POINT (-93.13764400000002 28.825917000000004)
1,23693,1,1988-01-01,1988-12-31,POINT (-93.53913799999998 29.646837000000005)
1,23698,1,1988-01-01,1988-12-31,POINT (-93.46888000000001 29.296656999999982)
1,23699,2 ST,1988-01-01,2013-12-30,POINT (-93.32232599999998 28.906188999999983)
1,23700,A,1988-01-01,1995-06-10,POINT (-93.52529399999997 29.655034999999998)
1,23629,A,1986-01-01,2018-05-29,POINT (-93.47402 29.165480000000002)
1,23632,1,1983-01-01,1987-09-29,POINT (-93.466972 29.38140800000002)
1,23635,A,1989-01-01,2021-10-04,POINT (-93.59600699999999 29.329587000000004)
1,23636,2,1986-01-01,1987-09-29,POINT (-93.46436299999999 29.375820999999974)
1,23637,1,1987-01-01,2010-12-07,POINT (-93.33432099999999 29.171092999999985)
1,23638,A-PROCESS,1987-01-01,2008-04-25,POINT (-93.38778200000002 28.757923000000005)
1,23643,A,1987-01-01,1992-12-12,POINT (-93.647289 29.19307900000001)
1,23644,1,1987-01-01,1989-12-31,POINT (-93.56248499999998 29.210091999999975)
1,23646,A,1989-01-01,2022-06-05,POINT (-93.404965 29.407099000000017)
1,23651,4,1987-01-01,1990-10-30,POINT (-93.39786299999997 29.666619000000026)
1,23653,A,1986-01-01,2016-06-24,POINT (-93.20715999999999 28.232418999999993)
2,23653,A-AUX,1986-01-01,2016-06-24,POINT (-93.20715999999999 28.232418999999993)
1,23654,3,1987-01-01,2010-07-20,POINT (-93.59878700000002 29.180140999999992)
1,23655,B,1987-01-01,2016-09-17,POINT (-93.07066099999997 29.371051000000023)
1,23657,A,1988-01-01,1992-10-28,POINT (-93.45548400000001 29.11611499999998)
1,23659,2,1987-01-01,2018-05-15,POINT (-93.63685199999998 29.38299999999998)
1,23661,5,1984-01-01,1989-12-19,POINT (-93.22742 29.715906000000018)
1,23256,5,1983-01-01,1990-10-30,POINT (-93.31519300000002 29.268031000000008)
1,23258,3,1985-01-01,2000-11-25,POINT (-93.304485 29.23240199999998)
1,23286,A,1986-01-01,2011-07-01,POINT (-93.23121099999997 28.036710000000028)
1,23600,3,1984-01-01,1993-12-31,POINT (-93.624413 29.334994999999992)
1,23601,2,1985-01-01,2010-07-17,POINT (-93.56969099999998 29.191438000000005)
1,23603,8,1986-01-01,2007-08-19,POINT (-93.26288599999998 29.423851000000013)
1,23604,1,1984-01-01,2001-06-16,POINT (-93.47314899999998 29.550463999999977)
1,23605,2,1986-01-01,2001-06-10,POINT (-93.45943299999999 29.554872999999986)
1,23609,8,1976-01-01,1988-02-29,POINT (-93.17213400000003 29.605056999999988)
1,23610,K,1982-01-01,1988-03-01,POINT (-93.16317700000002 29.54411299999998)
1,23611,P,1984-01-01,1988-02-24,POINT (-93.18213300000002 29.609166000000016)
1,23612,18,1983-01-01,1988-02-26,POINT (-93.15151600000002 29.569803999999976)
1,23613,1,1985-01-01,2010-06-14,POINT (-93.582225 29.18723799999998)
1,23621,2,1986-01-01,2010-12-09,POINT (-93.150238 29.425636999999995)
1,23624,A,1986-01-01,2016-09-04,POINT (-93.08597900000001 29.357305999999994)
1,23625,1,1986-01-01,1993-08-16,POINT (-93.09628400000003 28.373606999999993)
1,23627,B,1986-01-01,2010-08-03,POINT (-93.461498 29.17346500000002)
1,23628,2,1986-01-01,2016-08-12,POINT (-93.54764799999998 29.355166999999994)
1,23149,A,1985-01-01,1988-05-19,POINT (-93.75586099999998 29.603054999999983)
1,23160,2,1985-01-01,1985-12-31,POINT (-93.17148500000002 28.942233999999985)
1,23174,4,1985-01-01,1985-12-31,POINT (-93.14811800000001 28.95491800000002)
1,23175,1,1985-01-01,2010-08-03,POINT (-93.562412 29.194792000000007)
1,23176,1,1985-01-01,1991-11-29,POINT (-93.65258899999998 29.526373999999976)
1,23183,A,1985-01-01,2018-05-17,POINT (-93.63344000000001 29.373199)
1,23185,11,1985-01-01,2010-09-24,POINT (-93.62771600000002 29.491599000000008)
1,23198,A,1985-01-01,1993-04-10,POINT (-93.601425 28.699254999999994)
1,23204,15D,1977-01-01,2011-05-24,POINT (-93.72762399999999 29.681556)
1,23205,1,1985-01-01,1995-09-07,POINT (-93.67161700000003 29.694614)
2,23205,AUX,1985-01-01,1995-09-07,POINT (-93.67161700000003 29.694614)
1,23209,A,1985-01-01,2004-01-01,POINT (-92.99800010000001 28.309433109374993)
2,23209,B,1985-01-01,2004-01-01,POINT (-92.99786997031248 28.310023220312473)
1,23222,G,1985-01-01,2009-08-08,POINT (-93.41008499999998 29.413498000000004)
1,23232,G,1986-01-01,1988-03-01,POINT (-93.17866199999997 29.596899000000008)
1,23233,A,1985-01-01,1993-04-30,POINT (-93.14074399999998 28.957829000000004)
2,22928,B,1984-01-01,2008-06-08,POINT (-93.4230444703125 28.22354892031251)
1,22932,A,1984-01-01,1997-05-27,POINT (-93.08364 29.64737500000001)
1,22946,B,1984-01-01,1988-03-12,POINT (-93.08637599999997 29.627588000000003)
1,22950,10,1984-01-01,2010-10-01,POINT (-93.63081699999998 29.501803999999993)
1,22968,D,1984-01-01,1985-12-31,POINT (-93.25649600000003 29.291736000000014)
1,22990,1,1984-01-01,2001-05-31,POINT (-93.085915 29.032351000000006)
1,22998,J,1984-01-01,1995-09-27,POINT (-93.17367899999999 29.387249999999995)
1,23011,CA,1984-01-01,1992-11-30,POINT (-93.38498199999998 28.353211999999985)
1,23016,9 & 12,1984-01-01,2009-08-22,POINT (-93.02435500000001 29.388520000000028)
1,23020,A,1988-01-01,1996-01-25,POINT (-93.421468 28.81614000000002)
1,23036,A-PROCESS,1984-01-01,2022-06-18,POINT (-93.63432699999998 29.344907999999975)
1,23037,A,1984-01-01,2005-04-26,POINT (-93.26577400000002 28.56595900000002)
1,23058,4,1984-01-01,1990-11-01,POINT (-93.10653500000001 29.099599000000012)
1,23059,2,1984-01-01,1990-10-28,POINT (-93.317883 29.238931999999977)
1,23061,1,1985-01-01,2001-08-31,POINT (-93.481538 29.00869899999998)
1,23082,A,1985-01-01,2004-06-24,POINT (-93.173814 29.258488999999997)
1,23100,1,1985-01-01,2005-06-29,POINT (-93.35151422031248 29.153698520312503)
1,22785,K,1984-01-01,2015-08-14,POINT (-93.17797895937503 29.398746309374985)
1,22788,21,1983-01-01,2003-11-01,POINT (-93.73284804999997 29.672191259374983)
1,22794,F,1983-01-01,2010-08-21,POINT (-93.43277999999998 29.432232)
1,22795,A,1983-01-01,1995-09-21,POINT (-93.26676600000002 28.551375000000007)
1,22819,4,1983-01-01,1991-02-10,POINT (-93.184035 29.11083000000002)
1,22829,A,1983-01-01,1987-11-05,POINT (-93.494193 29.15946500000001)
1,22831,3,1983-01-01,2003-07-18,POINT (-93.110862 29.08999399999999)
1,22836,A,1983-01-01,2001-07-08,POINT (-93.39056699999998 28.91940299999999)
1,22852,A,1983-01-01,1997-05-26,POINT (-93.42195099999998 29.471525999999983)
1,22870,13,1984-01-01,2019-07-03,POINT (-93.52778599999999 29.36774700000001)
1,22872,1,1983-01-01,1991-07-22,POINT (-93.01613900000001 29.314487999999983)
1,22885,A,1984-01-01,1991-07-20,POINT (-93.03476699999999 29.317860999999994)
1,22899,A,1984-01-01,2001-09-08,POINT (-93.44420100000002 28.31427500000001)
1,22906,B,1984-01-01,2012-01-05,POINT (-93.322517 28.18720400000001)
1,22927,20,1984-01-01,2007-10-27,POINT (-93.73821600000002 29.685846000000026)
1,22928,A,1984-01-01,2008-06-08,POINT (-93.42306117031251 28.224359840625027)
1,22635,14,1982-01-01,2006-05-10,POINT (-93.12212899999997 29.54834299999999)
1,22644,14,1982-01-01,2013-04-24,POINT (-93.59894800000001 29.646879000000013)
1,22666,2,1982-01-01,1993-08-21,POINT (-93.346522 28.289168000000018)
1,22667,C,1982-01-01,1990-01-01,POINT (-93.63097800000003 29.468497000000013)
1,22668,A,1982-01-01,2001-08-08,POINT (-93.11365 29.042662000000007)
1,22672,L,1982-01-01,1996-12-19,POINT (-93.16661399999998 29.565567999999985)
1,22673,F,1980-01-01,1996-06-02,POINT (-93.19341400000002 29.59688)
2,22673,F-AUX,1984-01-01,1996-06-02,POINT (-93.19340899999997 29.59660500000001)
1,22687,A,1982-01-01,1993-05-16,POINT (-93.20586500000002 28.130930999999975)
1,22705,A,1982-01-01,2016-08-03,POINT (-93.05996499999998 27.946964999999977)
1,22706,A,1982-01-01,2012-01-27,POINT (-93.16262499999999 28.331789000000015)
1,22720,E,1983-01-01,1991-05-27,POINT (-93.42354799999998 29.41167200000001)
1,22732,16,1983-01-01,2004-08-16,POINT (-93.14610099999999 29.542493999999976)
1,22758,A,1982-01-01,2017-08-01,POINT (-93.33178800000002 29.400441999999998)
1,22772,A,1983-01-01,1988-10-24,POINT (-93.43011000000001 28.299413000000015)
1,22773,A,1983-01-01,1990-09-18,POINT (-93.24358899999999 29.649376000000018)
1,22774,B,1983-01-01,1994-08-20,POINT (-93.21981599999998 27.98200300000002)
1,22783,M,1983-01-01,1988-05-15,POINT (-93.019949 29.663907999999992)
2,22482,A-AUX,1981-01-01,2006-11-06,POINT (-93.52829854999999 29.500867070312495)
1,22489,A,1981-01-01,1999-08-02,POINT (-93.78950600000002 29.55431199999998)
1,22492,11,1981-01-01,2007-11-13,POINT (-93.35529600000001 28.254178000000024)
1,22504,2,1981-01-01,1987-11-07,POINT (-93.60940499999998 29.574089000000015)
1,22515,1,1981-01-01,1990-10-26,POINT (-93.34519 29.237571000000003)
1,22534,A,1981-01-01,1988-09-24,POINT (-93.05892799999998 28.970596)
1,22536,JB,1982-01-01,2004-08-14,POINT (-93.15804200000002 29.625856999999996)
1,22540,11,1981-01-01,2011-08-14,POINT (-93.13962700000002 29.542958)
1,22541,A,1981-01-01,2020-08-09,POINT (-93.17832199999998 29.243336999999997)
2,22541,B,1981-01-01,2020-08-01,POINT (-93.178517 29.24270200000001)
1,22542,B,1982-01-01,1999-07-13,POINT (-93.788838 29.547845999999993)
3,21035,C-7,1973-01-01,2014-07-10,POINT (-92.36845399999999 29.466972)
3,21037,E-AUX,1981-01-01,,POINT (-92.461162 28.576831000000027)
1,20893,5 & 12,1965-01-01,2004-10-24,POINT (-92.71882699999998 29.28156100000001)
1,20900,4,1965-01-01,1985-12-31,POINT (-92.00576000000001 28.97474699999998)
1,20709,1,1963-01-01,1978-12-31,POINT (-92.06859300000002 28.792554999999993)
1,20523,D,1956-01-01,2015-08-23,POINT (-92.54497099999998 29.414446999999996)
1,20528,C,1955-01-01,1999-08-26,POINT (-92.55974600000002 29.410843999999997)
1,20535,2,1957-01-01,1984-12-31,POINT (-92.98094200000003 29.298700999999994)
2,20451,No. 8,1977-01-01,2001-11-09,POINT (-92.95593100000002 29.394243000000017)
1,23979,51,1992-04-27,2010-10-01,POINT (-90.85116099999999 28.859980000000007)
1,23993,H,1993-02-12,,POINT (-91.42325799999998 28.50462299999998)
1,23591,A,1989-01-01,,POINT (-91.087579 28.29931399999998)
1,23597,5,1989-01-01,2018-12-17,POINT (-90.83342499999998 28.983542)
1,23904,JA,1990-01-01,2016-07-04,POINT (-91.62725899999998 29.298482999999976)
1,23573,G,1989-01-01,2011-05-07,POINT (-91.616423 28.971199000000013)
1,23580,42,1989-01-01,,POINT (-91.12181099999998 28.859931000000017)
1,23268,I,1985-01-01,2010-08-18,POINT (-91.685272 28.371954000000017)
1,23289,C,1986-01-01,,POINT (-91.50665199999997 28.18444199999999)
1,23300,11,1987-01-01,2016-12-16,POINT (-91.828125 29.288815)
1,23226,3,1985-01-01,1997-02-13,POINT (-91.05682100000001 28.738158)
1,23119,41,1985-01-01,,POINT (-90.849603 28.838966000000028)
1,23017,F,1984-01-01,2010-08-10,POINT (-90.68783400000001 28.932389999999998)
1,23031,A,1984-01-01,2014-07-29,POINT (-91.58959399999998 28.786711000000025)
1,22883,3,1984-01-01,1997-08-22,POINT (-90.98801700000001 28.791502999999977)
1,22900,A,1984-01-01,2000-11-29,POINT (-91.01102100000003 28.759523)
1,22908,10,1984-01-01,2000-09-12,POINT (-91.014839 28.753991999999982)
1,22838,4,1983-01-01,2018-09-20,POINT (-90.82674300000002 28.976632999999993)
1,22851,12,1983-01-01,2000-08-13,POINT (-90.97073999999998 28.763769000000025)
1,22862,8,1983-01-01,2019-05-04,POINT (-91.50440400000002 29.163014999999973)
1,22797,F,1983-01-01,1998-05-31,POINT (-91.372546 28.443085999999994)
3,22707,C,1986-01-01,,POINT (-91.02881100000002 28.631807999999978)
2,22627,12,1981-01-01,2022-11-27,POINT (-90.71740999999997 28.962094999999977)
1,22639,9,1982-01-01,1998-08-23,POINT (-91.75847700000003 29.085047999999972)
1,22652,A,1981-01-01,1989-05-04,POINT (-90.65507300000002 28.937088000000017)
1,22586,12,1982-01-01,2011-08-20,POINT (-91.391999 29.240967000000012)
1,22480,8,1981-01-01,1997-08-22,POINT (-91.814209 29.274891000000025)
1,22362,33,1979-01-01,2003-11-12,POINT (-90.700131 28.93585999999999)
1,22399,35,1980-01-01,1993-09-17,POINT (-90.85484100000002 28.859188000000017)
1,22216,14,1978-01-01,2003-08-02,POINT (-91.42339800000002 29.253273999999976)
1,22120,33,1978-01-01,,POINT (-91.17885242968748 29.1271615296875)
1,22138,A,1978-01-01,2012-11-20,POINT (-90.917470659375 28.649850779687483)
1,22164,A,1978-01-01,,POINT (-91.57021200000003 28.49714)
1,21983,5,1976-01-01,2011-07-03,POINT (-91.39047099999999 29.244561999999974)
1,21927,C,1974-01-01,2001-01-04,POINT (-91.29445199999998 28.440279999999973)
3,21934,B,1978-01-01,2020-07-10,POINT (-90.64252499999998 28.935699)
1,21952,17,1976-01-01,1993-08-04,POINT (-90.906587 28.81581399999999)
1,21878,CC,1976-01-01,2000-05-31,POINT (-91.50663100000003 28.575598000000014)
1,21647,3,1968-01-01,2007-12-29,POINT (-91.23819300000002 28.726245000000006)
1,21654,E,1956-01-01,,POINT (-91.19275349999998 28.697428079687484)
1,21659,3,1966-01-01,1998-08-01,POINT (-90.87782099999998 28.527759000000003)
1,21625,G,1958-01-01,1975-12-31,POINT (-90.95561400000003 28.96758299999999)
1,21514,4,1963-01-01,2007-01-27,POINT (-91.69502499999999 29.247953999999993)
1,21517,A,1972-01-01,,POINT (-91.607013 29.190503999999976)
1,21520,4,1972-01-01,1995-09-17,POINT (-91.62910499999998 29.13683900000001)
1,21395,E,1967-01-01,,POINT (-90.88402100000002 28.481139999999982)
1,21399,I,1970-01-01,1985-12-31,POINT (-90.862101 28.51128699999998)
2,21405,B-H2S,1986-01-01,2013-10-17,POINT (-90.69796600000001 28.894470000000013)
1,21261,G,1958-01-01,1995-02-11,POINT (-91.17079999999999 29.118043999999998)
3,20888,B-HEL,1951-01-01,2007-12-13,POINT (-91.684033 29.236865000000023)
1,20831,2,1960-01-01,2022-12-11,POINT (-91.470958 28.962401)
1,20691,A,1950-01-01,1976-12-31,POINT (-91.518934 29.311004000000025)
1,20591,A,1972-01-01,2011-08-31,POINT (-91.55958700000002 28.34688)
2,20481,12,1980-01-01,,POINT (-90.90193 28.521098999999992)
1,20520,7,1968-01-01,2008-09-20,POINT (-90.99606699999998 28.652416000000017)
1,23885,D,1991-01-01,1994-09-12,POINT (-90.37281300000001 28.406908999999985)
1,23893,A (Alabaster),1991-10-03,,POINT (-89.92961400000002 28.546430999999984)
1,23862,A,1990-01-01,1999-01-03,POINT (-88.52093500000001 29.815517999999997)
1,23868,A,1991-01-01,,POINT (-88.16312699999997 30.188951999999972)
1,23873,BW-CONTROL,1991-01-01,,POINT (-88.75804 29.279269999999997)
1,23810,A-1,1989-01-01,2006-08-17,POINT (-88.52192400000001 29.62710199999998)
1,23814,F,1989-01-01,1996-11-21,POINT (-89.74068799999998 29.15669600000001)
1,23498,1-A,1988-01-01,2006-09-20,POINT (-89.05851200000001 29.287184000000025)
1,23537,A,1987-01-01,2009-09-27,POINT (-90.65930900000001 28.292371000000003)
1,23474,AW,1993-01-01,,POINT (-88.49648460937499 30.08449619999999)
1,23481,5,1985-01-01,1996-10-31,POINT (-88.451344 30.115838999999994)
1,23403,15,1985-01-01,,POINT (-89.06060500000001 29.300918000000024)
1,23409,A,1987-01-01,,POINT (-88.95013799999998 29.468552999999986)
1,23242,CD,1985-01-01,1993-11-18,POINT (-88.67869000000002 29.497961999999973)
1,22984,50,1984-01-01,2010-05-16,POINT (-90.1383582703125 29.035039220312512)
1,23005,A,1983-01-01,,POINT (-88.90307000000001 29.18079499999999)
1,23044,CD,1985-01-01,2018-09-20,POINT (-90.48062082031248 28.903789090625025)
1,22912,3,1982-01-01,,POINT (-89.056872 29.306804999999997)
1,22917,8,1983-01-01,,POINT (-89.054282 29.315728999999976)
1,22922,13,1984-01-01,,POINT (-89.06044700000001 29.308333000000005)
1,22564,A,1977-01-01,,POINT (-89.45315599999998 28.834041000000013)
1,22593,A,1982-08-01,,POINT (-89.51139699999999 28.912106999999992)
1,22603,A,1982-01-01,,POINT (-88.93447900000001 29.354385999999977)
1,22452,B,1980-01-01,2015-07-13,POINT (-90.606784 28.55443200000002)
1,22498,C,1980-01-01,2013-07-21,POINT (-89.52318500000001 29.004106999999976)
1,21996,KC,1976-01-01,,POINT (-89.107079 29.396893999999975)
1,22025,C,1977-01-01,,POINT (-90.33525600000002 28.943412000000023)
1,21831,E-QTRS,1954-01-01,,POINT (-89.675995 29.148273000000017)
1,21165,6 V,1959-01-01,,POINT (-89.26255300000003 28.97484300000002)
1,21231,3,1970-01-01,1999-06-24,POINT (-88.88423599999999 29.436914)
1,21273,A,1952-01-01,,POINT (-89.60829899999999 29.140783999999996)
1,21094,64,1964-01-01,1992-06-09,POINT (-90.26067899999998 29.007276999999988)
1,21103,25,1961-01-01,2006-08-09,POINT (-90.25786799999997 29.01127200000002)
1,21051,19,1973-01-01,2011-01-22,POINT (-90.22900900000002 28.971919000000014)
1,20977,81,1965-01-01,,POINT (-90.242635 28.99175200000002)
1,20991,12,1959-01-01,1997-06-14,POINT (-90.26547900000003 29.01132899999999)
1,20960,10,1966-01-01,2012-11-09,POINT (-90.242143 28.982950000000017)
4,20633,D-CP,1962-01-01,2018-10-06,POINT (-90.15691532968748 28.673144240624993)
1,20579,T,1968-01-01,1997-07-12,POINT (-90.23219499999999 28.642667000000017)
1,20584,G,1966-01-01,2008-11-07,POINT (-90.13707299999999 28.693581999999992)
1,20608,P,1967-01-01,,POINT (-90.24219099999999 28.61810200000002)
1,20491,A,1974-01-01,,POINT (-89.51468147968751 28.971577449999984)
1,20431,9,1969-01-01,1979-12-31,POINT (-88.842375 29.62316900000002)
1,20400,79,1964-01-01,,POINT (-89.262495 28.96855199999999)
1,20409,A,1970-01-01,2005-12-12,POINT (-88.66946000000002 29.276201000000015)
2,20411,6,1969-01-01,2004-07-02,POINT (-88.83729299999999 29.618672000000004)
1,20281,23,1960-01-01,,POINT (-89.24199299999998 28.970884000000012)
1,20297,5 Z,1959-01-01,,POINT (-89.24807099999998 28.976432999999986)
1,20309,51,1958-01-01,2011-11-05,POINT (-89.25009699999998 28.978274999999996)
1,20255,12(Removed),1967-01-01,1997-09-18,POINT (-89.55720200000002 29.178328000000022)
1,20261,8,1962-01-01,1985-12-31,POINT (-89.539872 29.18010099999998)
1,20268,2,1958-01-01,2017-11-26,POINT (-89.533952 29.178228999999988)
1,20203,E,1958-01-01,,POINT (-90.37716999999998 28.855683)
1,20171,7,1958-01-01,2011-08-18,POINT (-89.635539 29.104449999999986)
1,20177,B,1969-01-01,2014-11-10,POINT (-89.80553400000002 29.06929100000002)
1,20184,CD,1963-01-01,,POINT (-89.61179694062503 29.125855)
1,20150,P,1958-01-01,,POINT (-89.61394000000001 29.129331999999977)
1,20156,Y,1967-01-01,1996-08-01,POINT (-89.73752000000002 29.100044000000025)
1,20063,SD,1964-01-01,,POINT (-90.1824468703125 29.019834759374987)
1,20039,D,1959-01-01,2010-02-14,POINT (-90.043632 28.96041200000002)
1,20044,W,1972-01-01,1980-12-31,POINT (-89.89193 29.035319000000015)
1,20001,#2,1969-01-01,1999-07-20,POINT (-90.10443600000002 29.021165999999994)
1,24081,12,1993-01-01,2013-04-07,POINT (-92.97014300000001 29.38206100000002)
1,24071,C,1994-01-23,2008-04-22,POINT (-92.610704 29.14394199999998)
1,26049,A,1994-02-07,2009-05-30,POINT (-90.76705814062501 28.147630340625028)
1,23799,B,1994-01-01,2000-07-23,POINT (-93.50126599999999 29.017203999999992)
1,24156,A,1994-10-07,2012-05-26,POINT (-88.35285800000003 30.11051500000002)
1,26048,A,1994-03-14,2003-12-22,POINT (-91.19368500000002 28.87154700000002)
2,23474,AP,1993-01-01,,POINT (-88.49652300000002 30.083912999999995)
1,24099,A,1994-12-05,2000-12-08,POINT (-92.961975 28.427930000000003)
1,29019,A,1994-11-20,2010-03-03,POINT (-93.57575630000002 29.412389150000024)
1,27005,JA,1994-10-24,2012-06-08,POINT (-92.57620969999999 28.80664897968751)
1,24090,A,1994-11-18,2006-11-18,POINT (-92.87883897031247 28.942569400000025)
1,26057,14,1994-01-01,,POINT (-91.2630427703125 29.097337659375)
1,24097,1,1994-01-01,1996-08-17,POINT (-92.68378784062497 29.488716129687475)
1,24180,A-1,1994-09-13,2011-06-18,POINT (-88.65337569062501 29.515727670312515)
1,27017,JA,1995-01-25,,POINT (-92.05837547968753 28.809420070312513)
1,26081,#3,1994-01-01,2007-10-13,POINT (-90.8805182703125 28.56154124062499)
1,28016,JA,1995-04-27,2016-07-08,POINT (-94.12930272031252 29.241957220312486)
1,27018,A,1995-05-02,2003-06-24,POINT (-92.92032879062498 29.017636979687495)
1,27026,2,1995-05-04,2003-06-25,POINT (-92.95873407968747 29.036299879687476)
1,26120,9,1995-04-10,2018-11-19,POINT (-90.64587184999999 28.927648609375012)
1,27034,A,1995-08-31,2007-08-10,POINT (-92.196016240625 28.18831630937501)
1,27043,177,1995-01-01,,POINT (-91.96201599062499 29.33976867031248)
1,27053,A,1996-01-09,2023-05-10,POINT (-92.19020852031252 28.543977879687475)
1,26135,F,1995-07-24,2012-08-20,POINT (-91.33115437968752 28.51348797968751)
1,26132,L,1995-09-13,,POINT (-90.90298675000003 28.508352779687527)
1,28040,2,1996-04-05,1998-07-02,POINT (-94.666617159375 29.125765490624985)
1,24234,A,1995-08-30,2003-10-25,POINT (-90.38004042968748 28.323839429687496)
4,23894,,,,POINT (-87.88318549062501 30.09438202031248)
2,20667,6,1967-01-01,2010-09-25,POINT (-93.64001452031249 29.498718600000018)
1,23945,10,1996-08-13,1998-04-13,POINT (-91.58412897968748 29.02694344062502)
1,32012,2(PLTF.B,1996-05-24,2015-09-28,POINT (-91.65039437031248 29.3059891703125)
1,31021,AA-EAST,1960-01-01,2016-12-10,POINT (-89.23835600000001 28.962327000000016)
1,31015,1,1996-09-09,2001-04-26,POINT (-88.06114960000002 29.947406559374997)
1,24247,B,1995-09-07,2013-05-15,POINT (-90.46932045 28.266781400000013)
1,28022,A,1996-01-01,2014-09-08,POINT (-94.94223459062499 28.85575899062502)
3,20745,P-VALVE,1995-07-22,,POINT (-91.389207 28.753825000000006)
1,70002,A,1996-11-11,2010-09-08,POINT (-87.90916890937501 29.858059420312486)
1,27062,A,1996-07-26,2023-07-12,POINT (-91.91812052031253 27.97967490000002)
1,24265,A,1996-06-12,2012-07-08,POINT (-87.95615262031248 29.392315029687495)
1,24223,A,1995-04-20,2000-09-29,POINT (-88.56204474999998 29.838497590625025)
1,31034,#2,1996-11-09,1999-06-12,POINT (-88.23616099999998 29.891076920312514)
1,29050,A,1997-02-11,2008-08-30,POINT (-93.26114365937502 29.348048170312495)
1,70018,A,1996-07-27,2007-07-07,POINT (-88.2346499203125 29.835268879687476)
7,20618,PRD Flare PL,1962-01-01,1999-06-07,POINT (-90.24842387031248 28.61745064062501)
1,32019,F,1996-01-01,,POINT (-91.044805359375 28.613048709374993)
1,40001,A,1996-11-30,2012-07-09,POINT (-93.949870890625 28.491763929687522)
1,50012,B,1997-03-31,2012-10-28,POINT (-93.63903277968751 29.566081309375022)
1,33036,CAIS.#1,1996-08-05,2005-04-14,POINT (-92.78259055000001 29.478006840625028)
1,23980,NO. 1,1992-04-04,1992-06-04,POINT (-91.1066564203125 28.681972350000024)
1,26137,13,1998-04-11,1998-04-11,POINT (-91.75659007031248 29.0814404796875)
1,31009,F,1997-06-26,2001-06-23,POINT (-90.51051597968751 28.499514040625)
1,33033,A,1996-08-03,2017-06-01,POINT (-91.75964904062499 29.151063050000005)
1,28056,A,1996-10-20,2000-09-06,POINT (-94.04354245937498 28.0098696296875)
1,28060,CAIS.#3,1997-01-07,2005-05-27,POINT (-95.7154089296875 28.413774979687503)
1,80003,A,1996-11-18,2010-08-02,POINT (-91.660687709375 27.993032200000016)
