STR_NUMBER,COMPLEX_ID,STR_NAME,INSTALL_DA,REMOVAL_DA,geometry
1,20913,20,1962-01-01,1995-08-23,POINT (-91.12245100000001 28.86180200000001)
2,20913,29,1973-01-01,1988-05-19,POINT (-91.12237599999997 28.86193400000002)
1,20914,10,1961-01-01,2003-09-28,POINT (-91.112867 28.858141999999987)
2,20914,12,1961-01-01,,POINT (-91.11340100000001 28.85798699999998)
3,20914,CE-MAN,1961-01-01,2003-09-24,POINT (-91.11340100000001 28.85798699999998)
1,20915,F,1965-01-01,1997-06-05,POINT (-91.49381 28.65585600000003)
1,20916,B,1971-01-01,1993-01-22,POINT (-91.47914400000002 28.461533999999972)
1,20917,A-QRT,1958-01-01,2000-07-22,POINT (-91.76433200000002 28.704223000000013)
1,20863,A,1949-01-01,2023-06-29,POINT (-91.47376000000003 28.960942999999986)
1,20864,E,1953-01-01,1989-11-13,POINT (-91.46801299999998 28.96321999999998)
1,20865,A,1955-01-01,2000-09-15,POINT (-91.61309499999999 28.966118999999992)
1,20866,C,1957-01-01,2011-08-01,POINT (-91.60799767968751 28.95911769062502)
2,20866,C-7,1974-01-01,2011-07-23,POINT (-91.60814882031252 28.959510609375002)
1,20867,D,1959-01-01,1991-08-27,POINT (-91.60585700000001 28.951411000000007)
1,20868,B,1955-01-01,1990-11-08,POINT (-91.62970000000001 28.965559999999982)
1,20869,G,1954-01-01,1975-12-31,POINT (-91.484891 28.965143000000012)
1,20870,A-TK,1962-01-01,2012-08-14,POINT (-91.44629800000001 29.060960000000023)
2,20870,B-PRD,1961-01-01,,POINT (-91.44629800000001 29.060960000000023)
3,20870,C-CMP,1962-01-01,,POINT (-91.44645600000001 29.06192199999998)
1,20885,CF-QTR,1955-01-01,2023-05-19,POINT (-91.47270099999997 28.979268999999988)
2,20885,PRD,1955-01-01,,POINT (-91.47269999999997 28.979048999999975)
3,20885,MTR,1955-01-01,1988-01-22,POINT (-91.47269799999998 28.977756999999997)
4,20885,CMP1,1955-01-01,,POINT (-91.47207400000002 28.978445000000022)
5,20885,CMP2,1970-01-01,2023-05-27,POINT (-91.47348099999999 28.978444000000025)
6,20885,FIRE STA,1955-01-01,,POINT (-91.47348199999999 28.978994)
1,20848,JB24,1971-01-01,,POINT (-91.44863400000003 29.051333)
1,20849,JC19,1961-01-01,,POINT (-91.45245699999998 29.055418999999972)
1,20850,18,1961-01-01,,POINT (-91.45246200000003 29.059544000000017)
1,20851,17,1961-01-01,1989-12-12,POINT (-91.45241199999998 29.070505000000026)
1,20852,16,1961-01-01,1989-12-13,POINT (-91.44834500000002 29.07159200000001)
1,20853,JA15,1961-01-01,2005-04-15,POINT (-91.44870400000002 29.067999999999984)
1,20854,13,1960-01-01,,POINT (-91.44833499999999 29.06317999999999)
1,20855,12,1960-01-01,1989-12-18,POINT (-91.44007199999999 29.06318399999998)
1,20856,11,1961-01-01,1989-12-17,POINT (-91.43954500000001 29.067281999999977)
1,20857,10,1961-01-01,1989-12-15,POINT (-91.44834300000002 29.070437000000027)
1,20858,9,1960-01-01,1976-12-31,POINT (-91.44418999999999 29.050868999999977)
1,20859,8,1960-01-01,1989-12-16,POINT (-91.444208 29.066810999999973)
1,20860,7,1960-01-01,2005-04-15,POINT (-91.44420400000001 29.063180999999986)
1,20861,4,1960-01-01,2005-04-15,POINT (-91.44420000000002 29.059551)
1,21181,27,1965-01-01,1988-09-20,POINT (-91.168523 29.127696000000014)
1,21182,25,1965-01-01,1985-12-31,POINT (-91.17271599999998 29.111972999999978)
1,21183,22,1964-01-01,1991-09-05,POINT (-91.17418700000002 29.118730000000028)
1,21184,S,1963-01-01,1995-02-11,POINT (-91.18005 29.116112999999984)
1,21185,V,1962-01-01,1988-10-01,POINT (-91.16206399999999 29.124995000000013)
1,21186,Y,1962-01-01,1991-09-01,POINT (-91.17834699999997 29.123798000000022)
1,21188,2,1968-01-01,1977-12-31,POINT (-90.95945699999999 28.508893)
1,21190,4,1969-01-01,2005-05-05,POINT (-90.96641199999999 28.501670999999988)
1,21191,2,1967-01-01,1989-10-23,POINT (-90.98709000000002 28.540228000000013)
1,21192,3,1967-01-01,1989-07-17,POINT (-90.96113100000002 28.534514)
1,21193,5,1967-01-01,1977-12-31,POINT (-90.979397 28.548029999999983)
1,21194,F,1957-01-01,1985-12-31,POINT (-91.17116299999998 29.111978000000022)
1,21195,Q,1961-01-01,1988-01-15,POINT (-91.16493100000002 29.120308000000023)
1,21134,2,1963-01-01,1979-12-31,POINT (-90.695765 28.901691000000028)
1,21156,E,1962-01-01,1993-10-15,POINT (-91.23030299999999 29.122487999999976)
1,21158,22,1973-01-01,2004-12-02,POINT (-90.69697500000001 28.898540000000025)
1,21159,9,1962-01-01,2003-12-01,POINT (-90.69926500000003 28.89904100000001)
1,21160,6,1961-01-01,1994-08-15,POINT (-90.69818500000002 28.896912999999984)
1,21170,C-1,1981-01-01,,POINT (-91.28308500000003 29.09329600000001)
2,21170,C-2,1981-01-01,,POINT (-91.28324199999997 29.093159000000014)
3,21170,B,1949-01-01,1986-12-31,POINT (-91.28346099999999 29.093392999999992)
1,21171,6,1969-01-01,1996-08-15,POINT (-91.28792600000003 29.113215000000025)
1,21172,8,1971-01-01,1998-08-23,POINT (-91.30041 29.106246)
1,21173,K,1959-01-01,1995-02-11,POINT (-91.297527 29.111001999999985)
1,21175,12(Removed},1973-01-01,1997-08-18,POINT (-91.29706599999997 29.06209899999999)
1,21176,9,1970-01-01,1990-07-12,POINT (-91.31650300000001 29.072969999999998)
1,21177,6,1967-01-01,1983-12-31,POINT (-91.237053 29.124040999999977)
1,21178,10,1970-01-01,1998-08-23,POINT (-91.264671190625 29.1013782)
1,21179,31,1967-01-01,1995-02-11,POINT (-91.17517800000002 29.113756000000024)
1,21180,1,1966-01-01,1997-07-27,POINT (-91.17947800000002 29.134073)
1,21118,9,1967-01-01,1993-09-10,POINT (-90.70561199999997 28.896034999999983)
1,21119,8,1963-01-01,1993-09-22,POINT (-90.70687700000002 28.89356700000002)
1,21120,6,1963-01-01,1988-12-01,POINT (-90.70730400000002 28.895804)
1,21121,4,1962-01-01,1981-12-31,POINT (-90.70376599999997 28.896344999999997)
1,21122,21,1973-01-01,2003-11-29,POINT (-90.69518900000003 28.898349999999994)
1,21123,20,1967-01-01,1986-12-31,POINT (-90.70046500000001 28.893134999999972)
1,21124,17,1966-01-01,1975-12-31,POINT (-90.69325400000002 28.89843400000001)
1,21125,14,1981-01-01,1993-07-29,POINT (-90.70142099999998 28.895691)
1,21126,13,1962-01-01,1975-12-31,POINT (-90.70127100000002 28.894128000000023)
1,21127,11,1965-01-01,1975-12-31,POINT (-90.701121 28.897620000000018)
1,21129,14,1968-01-01,1990-02-14,POINT (-90.693532 28.900959999999998)
1,21130,12,1964-01-01,1993-09-02,POINT (-90.69552199999998 28.905430000000024)
1,21131,10,1965-01-01,1988-11-13,POINT (-90.695854 28.907273999999973)
1,21132,7,1963-01-01,1993-08-23,POINT (-90.69572899999997 28.909352000000013)
1,21133,4,1963-01-01,1993-09-02,POINT (-90.69470799999999 28.905719999999974)
2,21005,J,1988-01-01,,POINT (-91.50956214062501 28.664607620312495)
1,21006,B,1970-01-01,2015-09-05,POINT (-91.60190890937503 28.425981320312474)
1,21007,B,1972-01-01,,POINT (-91.74053199999997 28.248197000000005)
1,21008,A,1972-01-01,2009-09-20,POINT (-91.70948800000002 28.23556100000002)
1,21031,C/TOPPLED,1972-01-01,2012-07-13,POINT (-91.684597 28.226535000000013)
2,21031,S/TOPPLED PLATF,1972-01-01,2008-11-08,POINT (-91.68428699999998 28.22653600000001)
1,21032,A,1970-01-01,2012-07-24,POINT (-91.61323499999997 28.678899)
2,21032,A-PRD,1971-01-01,2012-07-24,POINT (-91.61292300000002 28.678899)
1,21043,C,1973-01-01,2012-07-31,POINT (-91.62251600000002 28.697191999999973)
2,21043,C-PRD,1973-01-01,2012-07-31,POINT (-91.62282800000003 28.697190999999975)
1,21109,24,1971-01-01,1995-08-29,POINT (-90.702204 28.893832999999972)
1,21110,21,1969-01-01,1988-12-05,POINT (-90.70279 28.897603000000004)
1,21111,17,1970-01-01,1993-09-22,POINT (-90.70601499999998 28.897572000000025)
1,21112,15,1968-01-01,1993-09-02,POINT (-90.71263199999999 28.897718999999995)
1,21113,12,1965-01-01,1984-12-31,POINT (-90.63514600000002 28.83672200000001)
1,21344,4,1971-01-01,1990-01-31,POINT (-91.70668599999999 29.091049999999996)
1,21257,X,1963-01-01,1988-09-21,POINT (-91.19987700000001 29.123853999999994)
1,21258,7,1965-01-01,1985-12-31,POINT (-91.21833800000002 29.123963000000003)
1,21259,11,1968-01-01,1987-12-30,POINT (-91.23074500000001 29.118776000000025)
1,21260,O,1961-01-01,1988-01-11,POINT (-91.17210599999999 29.11390899999998)
1,21262,21,1964-01-01,1991-09-03,POINT (-91.17050499999999 29.12409100000002)
1,21263,24,1965-01-01,1988-01-13,POINT (-91.15542099999999 29.123507000000018)
1,21264,30,1967-01-01,2016-10-24,POINT (-91.16987699999999 29.11147299999999)
1,21276,6,1964-01-01,1975-12-31,POINT (-90.833506 28.84247499999998)
1,21278,9,1965-01-01,1993-05-18,POINT (-90.83927799999998 28.830782)
1,21279,34,1971-01-01,1992-08-05,POINT (-90.833437 28.843711999999982)
1,21280,1,1959-01-01,1993-08-04,POINT (-90.92807364999999 28.818054990625)
1,21281,4,1972-01-01,1993-08-04,POINT (-90.93621000000002 28.813267999999994)
2,21244,B-PRD,1973-01-01,,POINT (-91.50114100000002 28.645713999999998)
1,21245,6,1993-01-01,,POINT (-91.11841299999998 29.12370199999998)
1,21246,8,1970-01-01,1979-12-31,POINT (-91.05171899999999 29.112296000000015)
2,21246,8-HTR,1970-01-01,1979-12-31,POINT (-91.05140599999999 29.112019999999973)
1,21247,6-HTR,1970-01-01,1984-12-31,POINT (-91.04434099999997 29.102788999999973)
2,21247,6,1970-01-01,1984-12-31,POINT (-91.04465399999998 29.102790000000027)
1,21248,4,1969-01-01,2014-08-01,POINT (-91.05247889062503 29.1036323203125)
2,21248,4-HTR,1969-01-01,1992-12-31,POINT (-91.05263544062501 29.103632659375023)
1,21249,3,1967-01-01,1979-12-31,POINT (-91.05840920937499 29.110467609375007)
1,21250,1,1966-01-01,1975-12-31,POINT (-91.043991 29.117546000000004)
1,21251,2,1966-01-01,1975-12-31,POINT (-91.061577440625 29.09677670000002)
1,21252,5,1970-01-01,1979-12-31,POINT (-91.046517 29.10824200000002)
1,21253,1,1969-01-01,1975-12-31,POINT (-91.05707395937497 29.11665642968751)
1,21254,J,1957-01-01,1982-12-31,POINT (-91.28770200000002 29.115879000000007)
1,21255,8,1968-01-01,1987-12-31,POINT (-91.239395 29.11783300000002)
1,21256,U,1962-01-01,1995-02-11,POINT (-91.18791599999997 29.118657999999982)
1,21216,C,1969-01-01,2014-07-17,POINT (-91.78767199999999 28.464278999999976)
1,21225,D,1966-01-01,,POINT (-91.17706995937499 29.1194100203125)
2,21225,D,1966-01-01,,POINT (-91.17691100000002 29.120785000000012)
3,21225,D-CMP,1966-01-01,,POINT (-91.17753800000003 29.12023499999998)
1,21228,B,1968-01-01,2009-01-24,POINT (-90.96361300000001 28.537078000000008)
2,21228,WF,1972-01-01,2008-06-24,POINT (-90.963301 28.53707700000001)
1,21232,A,1967-01-01,2011-10-13,POINT (-91.75323100000003 28.70476500000001)
1,21233,F,1971-01-01,2007-07-22,POINT (-91.766433 28.459518000000003)
1,21234,2,1960-01-01,1979-12-31,POINT (-91.75395700000001 28.70680299999998)
1,21235,3,1961-01-01,1979-12-31,POINT (-91.74456199999997 28.70633600000002)
1,21236,2,1958-01-01,1985-12-31,POINT (-91.76776920937499 28.705861690625)
1,21239,6,1966-01-01,2000-08-04,POINT (-91.757003 28.700684000000024)
1,21240,7,1967-01-01,1982-12-31,POINT (-91.76982400000003 28.712316999999985)
1,21241,8,1967-01-01,1982-12-31,POINT (-91.77304600000002 28.700068999999985)
1,21242,1,1958-01-01,2000-08-13,POINT (-91.75948599999998 28.69396599999999)
1,21243,A,1959-01-01,1981-12-31,POINT (-91.50714399999998 28.647905999999978)
1,21244,B,1972-01-01,2003-10-12,POINT (-91.50086399999998 28.646311000000026)
1,21196,T,1962-01-01,1988-01-12,POINT (-91.17536000000001 29.111364999999978)
1,21197,18,1963-01-01,1985-12-31,POINT (-91.184147 29.13032199999998)
1,21198,23,1965-01-01,1994-07-08,POINT (-91.16941400000002 29.122588000000007)
1,21199,28,1966-01-01,1985-12-31,POINT (-91.175209 29.130008999999973)
1,21200,29,1967-01-01,1994-06-18,POINT (-91.17904499999997 29.12032499999998)
1,21201,32,1967-01-01,1985-12-31,POINT (-91.18146300000001 29.10758199999998)
1,21202,C,1966-01-01,2001-01-28,POINT (-91.16194200000001 29.11148800000001)
2,21202,C-QRT,1966-01-01,2001-01-28,POINT (-91.161629 29.11148700000001)
3,21202,C-GEN,1966-01-01,2001-01-28,POINT (-91.16225600000001 29.11148800000001)
1,21203,19,1964-01-01,1988-08-30,POINT (-91.149497 29.112674000000027)
1,21204,L,1960-01-01,1988-08-28,POINT (-91.14810299999999 29.119646999999986)
1,21205,B,1969-01-01,2002-05-26,POINT (-91.12401799999998 28.528098)
1,21206,C,1970-01-01,,POINT (-90.97018300000002 28.505566999999985)
1,21208,2,1968-01-01,1989-10-30,POINT (-91.09927099999999 28.532172000000003)
1,21209,1,1968-01-01,2008-05-20,POINT (-91.09774399999998 28.522040000000004)
1,21215,E,1969-01-01,2011-03-15,POINT (-91.76335499999999 28.484264999999994)
1,21374,9,1966-01-01,1993-07-08,POINT (-90.84862099999998 28.835905000000025)
1,21375,19,1967-01-01,1993-07-15,POINT (-90.85576900000001 28.855084999999974)
1,21376,22,1972-01-01,1996-06-17,POINT (-90.811373 28.89032900000001)
1,21377,2,1968-01-01,1992-06-21,POINT (-90.849109 28.864372000000003)
1,21378,14,1971-01-01,1990-07-13,POINT (-90.85446100000001 28.86884600000002)
1,21379,25,1973-01-01,1993-08-04,POINT (-90.80408399999999 28.895496999999978)
1,21380,18,1972-01-01,2012-08-05,POINT (-90.80811399999999 28.89083599999998)
1,21381,17,1972-01-01,2014-08-20,POINT (-90.81995899999998 28.896383000000014)
1,21382,13,1972-01-01,,POINT (-90.81762700000002 28.89417400000002)
1,21383,14,1972-01-01,1990-11-19,POINT (-90.813713 28.895807999999988)
1,21384,16,1972-01-01,,POINT (-90.80975799999999 28.89385900000002)
1,21385,3,1968-01-01,1992-08-05,POINT (-90.84214300000002 28.865824999999973)
1,21386,10,1970-01-01,1993-08-04,POINT (-90.84227800000002 28.884367999999995)
1,21387,6,1970-01-01,2010-09-11,POINT (-90.846248 28.871483000000012)
1,21388,16,1967-01-01,1992-08-05,POINT (-90.83726300000001 28.840563999999972)
1,21389,19,1967-01-01,1991-05-29,POINT (-90.83715699999999 28.86218200000002)
1,21359,2,1961-01-01,2003-08-13,POINT (-91.45194700000002 29.041348000000028)
1,21360,B,1973-01-01,,POINT (-90.99183299999999 28.636099)
2,21360,B-PRD,1973-01-01,1996-09-13,POINT (-90.99183199999999 28.636250000000018)
1,21361,A,1961-01-01,1985-12-31,POINT (-90.99169799999999 28.653674000000024)
2,21361,A-AUX,1974-01-01,1985-12-31,POINT (-90.99154299999998 28.653673000000026)
1,21362,10,1965-01-01,1984-12-31,POINT (-90.8372 28.827886999999976)
1,21363,11,1966-01-01,1996-06-17,POINT (-90.83165600000001 28.852733999999998)
1,21364,8,1965-01-01,1975-12-31,POINT (-90.83404300000001 28.845600999999988)
1,21365,9,1970-01-01,1990-07-14,POINT (-90.862279 28.866949999999974)
1,21366,1,1961-01-01,1975-12-31,POINT (-90.84324099999998 28.863580000000013)
1,21367,8,1965-01-01,1975-12-31,POINT (-90.85186900000002 28.858104000000026)
1,21368,8,1970-01-01,1990-07-14,POINT (-90.85835900000001 28.870181000000002)
1,21369,6,1969-01-01,1993-08-31,POINT (-90.84458899999998 28.87540899999999)
1,21370,15,1969-01-01,2007-05-06,POINT (-90.837536 28.835890000000006)
1,21372,16,1967-01-01,2006-11-19,POINT (-90.84735799999999 28.835651999999982)
1,21373,14,1967-01-01,2006-08-23,POINT (-90.84868999999998 28.835864000000015)
2,21344,9,1982-01-01,1990-01-31,POINT (-91.706708590625 29.091107659374984)
1,21345,13,1967-01-01,1993-11-21,POINT (-91.73760700000003 29.11799000000002)
1,21346,11,1967-01-01,1993-11-17,POINT (-91.731135 29.12227200000001)
1,21347,6,1971-01-01,1990-01-03,POINT (-91.709136 29.097312999999986)
1,21348,5,1970-01-01,1990-01-18,POINT (-91.70830899999999 29.09371299999998)
1,21349,9,1970-01-01,2016-10-28,POINT (-91.76039300000002 29.089517999999998)
2,21349,10,1982-01-01,2016-10-28,POINT (-91.76039300000002 29.089517999999998)
1,21350,7,1960-01-01,1980-12-31,POINT (-91.75913500000001 29.099221999999997)
1,21351,2,1959-01-01,1994-10-13,POINT (-91.75840199999999 29.081238999999982)
1,21352,8,1968-01-01,2016-11-15,POINT (-91.759701909375 29.08519504999998)
1,21354,B-PRD,1971-01-01,2003-08-07,POINT (-91.4499012296875 29.048109009375025)
2,21354,7,1980-01-01,2003-08-07,POINT (-91.449882 29.048031999999978)
3,21354,9,1984-01-01,2003-08-07,POINT (-91.449702 29.048307000000023)
1,21355,C,1971-01-01,2003-08-07,POINT (-91.45556499999998 29.032215000000008)
1,21356,5 & 8,1961-01-01,2012-07-07,POINT (-91.44801899999999 29.04360600000001)
1,21357,4,1961-01-01,1990-09-10,POINT (-91.45209399999999 29.03664500000002)
1,21358,3,1961-01-01,2014-10-15,POINT (-91.45572600000003 29.04379399999999)
1,21282,6,1973-01-01,1993-08-04,POINT (-90.921876 28.806592000000023)
1,21283,H,1967-01-01,,POINT (-90.84218600000003 28.835773000000017)
1,21284,B,1951-01-01,1990-06-06,POINT (-90.82869899999997 28.861280000000022)
2,21284,B-AUX,1970-01-01,,POINT (-90.82838700000002 28.861279000000025)
3,21284,J,1979-01-01,,POINT (-90.82806099999999 28.86150600000002)
4,21284,L,1989-01-01,,POINT (-90.82839482968751 28.861606579687475)
1,21285,12,1967-01-01,2012-07-19,POINT (-90.839966 28.83452699999998)
1,21301,C,1972-01-01,,POINT (-91.36484200000001 28.47479199999998)
1,21303,D,1972-01-01,,POINT (-91.34973300000001 28.483668000000023)
1,21304,A,1970-01-01,,POINT (-91.39014600000002 28.464936000000023)
2,21304,B,1971-01-01,,POINT (-91.39045700000003 28.464936000000023)
1,21339,CF,1960-01-01,1996-08-30,POINT (-91.76161200000001 29.09275100000002)
1,21340,9,1971-01-01,2016-11-04,POINT (-91.70319599999999 29.071406000000025)
1,21341,8,1971-01-01,2016-10-31,POINT (-91.70272699999998 29.075067490624974)
1,21342,7,1970-01-01,1980-12-31,POINT (-91.70349399999998 29.078628999999978)
1,21532,3,1967-01-01,1993-11-10,POINT (-91.69915500000002 29.06887899999998)
1,21533,12,1971-01-01,1993-11-08,POINT (-91.70167900000001 29.074371999999983)
1,21452,B,1964-01-01,,POINT (-91.730164 28.83245599999998)
1,21468,CF PROD,1959-01-01,2011-09-12,POINT (-91.62452000000002 28.959632)
2,21468,CF-MP-VALVE,1959-01-01,2011-09-12,POINT (-91.62483300000002 28.959631)
3,21468,CF-GM#1,1959-01-01,2004-06-14,POINT (-91.62514399999998 28.959355000000016)
4,21468,CF-GM#2,1959-01-01,2004-06-09,POINT (-91.62545699999998 28.959355000000016)
5,21468,CF-QTR,1959-01-01,2011-12-02,POINT (-91.623581 28.959359000000006)
6,21468,CF-F,1959-01-01,2011-09-12,POINT (-91.623895 28.959632999999997)
1,21469,C,1973-01-01,2023-08-25,POINT (-91.20146699999998 28.746942999999987)
1,21474,1,1959-01-01,1985-12-31,POINT (-91.27164900000002 28.597015999999996)
1,21476,A,1968-01-01,,POINT (-91.08826900000003 28.356955000000028)
1,21477,B,1971-01-01,,POINT (-91.06977799999999 28.356368999999972)
1,21478,B,1956-01-01,1988-10-05,POINT (-91.63294400000001 28.974654999999984)
1,21503,4,1956-01-01,1988-10-27,POINT (-91.78838100000002 29.320062000000007)
1,21507,8,1963-01-01,1976-12-31,POINT (-91.52044000000001 29.305665999999974)
1,21508,9,1966-01-01,1976-12-31,POINT (-91.52042399999999 29.29693400000002)
1,21509,11,1967-01-01,1976-12-31,POINT (-91.50242100000003 29.317994999999996)
1,21510,A,1952-01-01,1975-12-31,POINT (-91.71915907968747 29.25196024062501)
1,21511,1,1955-01-01,1983-12-31,POINT (-91.84876600000001 29.288343999999995)
1,21429,A,1966-01-01,,POINT (-91.08133470937503 28.455897499999992)
2,21429,C,1982-01-01,,POINT (-91.08124644062502 28.45511644999999)
1,21430,A,1964-01-01,1983-12-31,POINT (-91.044059 28.496066999999982)
1,21431,A,1960-01-01,1986-12-31,POINT (-90.996669 28.698094000000026)
1,21432,B,1966-01-01,2010-09-03,POINT (-90.998647 28.714632999999992)
1,21433,A,1964-01-01,,POINT (-91.21283299999999 28.320828000000006)
1,21434,B,1970-01-01,2017-05-07,POINT (-91.20149700000002 28.281722000000002)
1,21435,A-VALVE,1968-01-01,,POINT (-91.03440899999998 28.434372999999994)
1,21443,A,1959-01-01,2013-08-10,POINT (-91.50327099999998 28.69300800000002)
1,21444,C,1970-01-01,,POINT (-91.73899599999999 28.81389200000001)
2,21444,C-QRT,1971-01-01,2023-10-22,POINT (-91.73899399999999 28.813514999999995)
1,21445,10,1969-01-01,2011-07-05,POINT (-91.752318 28.815342999999984)
1,21446,14,1969-01-01,2023-09-15,POINT (-91.73558977031252 28.818695609375027)
1,21447,JB,1968-01-01,2023-10-18,POINT (-91.72672499999999 28.815222000000006)
1,21448,B,1968-01-01,,POINT (-91.48905500000001 28.63472999999999)
2,21448,B-PRD,1972-01-01,,POINT (-91.48905400000001 28.634400000000028)
3,21448,C,1973-01-01,,POINT (-91.488786 28.634232999999995)
1,21450,1,1970-01-01,1986-12-31,POINT (-91.49523599999998 28.696037999999987)
1,21451,JC,1968-01-01,2009-08-14,POINT (-91.76043800000002 28.805710999999974)
3,21405,B-PRD,1993-01-01,2013-10-24,POINT (-90.69820399999998 28.894349999999974)
4,21405,B-QRT,1993-01-01,2013-10-27,POINT (-90.69791300000003 28.894442000000026)
1,21406,1A,1947-01-01,1988-09-22,POINT (-91.29091299999999 29.091552999999976)
1,21408,A,1969-01-01,2014-10-01,POINT (-91.05810100000002 29.108593999999982)
2,21408,B-HTR,1969-01-01,2014-10-02,POINT (-91.05810300000002 29.108113000000003)
3,21408,C-CMP,1969-01-01,2014-09-05,POINT (-91.058336 29.10859499999998)
4,21408,D-QTR,1973-01-01,2014-08-20,POINT (-91.058335 29.108870000000024)
5,21408,E,1977-01-01,2014-09-06,POINT (-91.05823400000003 29.108113000000003)
1,21409,A-QTR,1961-01-01,2014-10-31,POINT (-91.45112499999999 29.040606000000025)
2,21409,A-PRD,1961-01-01,2014-10-28,POINT (-91.45112599999999 29.040881000000013)
3,21409,A-AUX,1987-01-01,2014-10-23,POINT (-91.45112599999999 29.040881000000013)
1,21410,A-PRD,1992-12-08,,POINT (-90.83194400000002 28.833110999999974)
2,21410,A-QTRS,1992-01-01,,POINT (-90.83171260937502 28.833225570312493)
3,21410,1,1963-01-01,1994-02-28,POINT (-90.835552 28.83227199999999)
1,21426,1,1964-01-01,1993-09-26,POINT (-91.06975399999999 28.439723000000015)
1,21427,A,1968-01-01,2014-01-05,POINT (-90.925002 28.41967699999998)
1,21428,B,1971-01-01,,POINT (-91.08734099999998 28.47026299999999)
1,21390,9,1970-01-01,2003-08-22,POINT (-90.84425499999998 28.879973000000007)
1,21391,A,1961-01-01,1989-09-01,POINT (-90.86351200000001 28.515755000000013)
1,21393,B,1965-01-01,1993-09-25,POINT (-90.86308000000002 28.503551000000016)
2,21393,G,1965-01-01,1993-09-23,POINT (-90.86308100000002 28.503276000000028)
1,21394,C,1966-01-01,1993-09-22,POINT (-90.85819199999997 28.50724500000001)
1,21396,D,1967-01-01,1997-06-28,POINT (-90.86578600000001 28.51345900000001)
1,21397,F,1967-01-01,,POINT (-90.86654099999998 28.486083000000008)
1,21398,H,1970-01-01,,POINT (-90.87452200000001 28.48083200000002)
2,21398,4,1967-01-01,,POINT (-90.87468799999999 28.48112900000001)
1,21400,J,1971-01-01,1997-06-28,POINT (-90.85714100000001 28.49955299999999)
1,21401,7,1970-01-01,1985-12-31,POINT (-90.854352 28.504358000000025)
1,21403,4,1970-01-01,1979-12-31,POINT (-91.06498099999999 29.11412999999999)
1,21404,7,1969-01-01,2014-08-02,POINT (-91.07830799999999 29.104235000000017)
1,21405,B-HDR,1993-12-08,2013-10-19,POINT (-90.697968 28.894195000000025)
1,21643,9,1961-01-01,1976-12-31,POINT (-90.76065299999999 28.760027999999977)
1,21644,10,1961-01-01,1976-12-31,POINT (-90.756529 28.760917000000006)
1,21645,12,1970-01-01,1976-12-31,POINT (-90.76984700000003 28.768447999999978)
1,21646,A,1957-01-01,1976-12-31,POINT (-90.76772399999999 28.761883720312483)
1,21580,B,1971-01-01,,POINT (-91.69404300000002 28.22305799999998)
1,21581,A,1973-01-01,2009-07-26,POINT (-91.80814199999998 28.256713999999988)
1,21582,A,1972-01-01,2010-10-15,POINT (-91.68584800000002 28.206842999999992)
1,21583,B,1973-01-01,2012-09-24,POINT (-91.65639299999998 28.200863000000027)
1,21594,9,1964-01-01,1975-12-31,POINT (-90.69683300000003 28.91206699999998)
1,21611,B,1962-01-01,1987-12-29,POINT (-91.13587100000001 29.113304000000028)
1,21612,7-K1,1960-01-01,1990-07-10,POINT (-91.179775 29.109624999999994)
1,21613,P,1961-01-01,1975-12-31,POINT (-91.16496899999999 29.11993100000001)
1,21615,9,1966-01-01,1990-07-08,POINT (-91.22381999999999 29.12248199999999)
1,21618,6(Removed),1965-01-01,1997-08-18,POINT (-91.18836099999999 29.124333999999976)
1,21619,5,1968-01-01,1978-12-31,POINT (-91.29081400000001 29.125680999999986)
1,21620,1,1964-01-01,1995-02-11,POINT (-91.28975500000001 29.090727000000015)
1,21621,D,1950-01-01,1993-08-13,POINT (-91.25773352968753 29.092283179687513)
1,21622,1,1959-01-01,1976-12-31,POINT (-91.165684 29.092827)
1,21563,B,1958-01-01,1983-12-31,POINT (-91.51292292031252 28.682832359375027)
1,21564,2,1960-01-01,1981-12-31,POINT (-91.49409100000003 28.64434799999998)
1,21565,E,1974-01-01,2012-06-10,POINT (-91.66325999999998 28.636218999999983)
1,21566,A,1964-01-01,,POINT (-91.456432 28.453565000000026)
1,21567,B,1966-01-01,,POINT (-91.46485100000001 28.459091)
1,21568,C,1968-01-01,,POINT (-91.44089300000002 28.477573000000007)
1,21569,A,1964-01-01,1984-12-31,POINT (-91.61674 28.4255)
1,21570,A,1970-01-01,2004-05-21,POINT (-91.61110400000001 28.412883000000022)
1,21571,B-PRD,1965-01-01,2010-07-23,POINT (-91.47146700000002 28.444770000000005)
3,21571,B-QTR,1972-01-01,2009-11-15,POINT (-91.47204799999997 28.444098999999994)
1,21572,C,1966-01-01,,POINT (-91.44943 28.448814000000027)
1,21573,D,1968-01-01,2010-09-02,POINT (-91.465847 28.428485000000023)
1,21574,A,1964-01-01,1984-12-31,POINT (-91.60830407968751 28.402213099999983)
1,21575,1,1965-01-01,1984-12-31,POINT (-91.615633 28.40998400000001)
1,21576,D,1970-01-01,2011-09-27,POINT (-91.70828599999999 28.375933999999972)
1,21577,A,1964-01-01,2000-08-07,POINT (-91.70806599999997 28.332385999999985)
1,21578,B,1973-01-01,2012-07-26,POINT (-91.603181 28.30100299999998)
1,21579,A-TOPPLED,1971-01-01,2011-05-21,POINT (-91.69641999999999 28.23845)
1,21535,5,1960-01-01,1989-12-19,POINT (-91.440065 29.055924000000005)
